"name","x","y","z"
"Swoilz OE-S b23-3",377.78125,-213.125,734.71875
"Swoilz MA-R c7-19",285.9375,-223.78125,549.28125
"Swoilz MI-N b12-5",259.40625,-222.71875,484.8125
"Swoilz RG-P c8-20",319,-211.25,609.9375
"Swoilz BM-X b20-2",356.9375,-215.25,666.90625
"Swoilz FD-L b27-2",408.78125,-219.34375,797.71875
"Swoilz UG-V b35-1",498.0625,-218.46875,985.78125
"Swoilz OU-D d13-27",739.9375,-225.96875,1401.625
"Swoilz AC-J d10-44",602.5625,-232.1875,1164.90625
"Swoilz ZX-Z b46-3",643.90625,-238.84375,1219.84375
"Swoilz MQ-U b49-2",668.15625,-225.1875,1284.625
"Swoilz ZT-H c26-4",695.9375,-222.09375,1349.65625
"Aucoks YE-X d2-27",899.84375,-237.28125,1771.09375
"Aucoks GM-S b9-3",864.375,-237.75,1711.8125
"Aucoks FG-D b4-0",835.9375,-219.40625,1578.8125
"Swoilz CU-E b58-2",777.65625,-237.96875,1460.375
"Aucoks TD-F c12",802.78125,-223.5625,1524.1875
"Aucoks UT-X b6-1",855.375,-239.78125,1642.3125
"Aucoks LD-G b16-0",923.21875,-235.21875,1837.15625
"Aucoks XA-B b19-1",958.8125,-224.53125,1897.09375
"Aucoks ZG-Q b24-2",1003.09375,-241.9375,2020.5
"Aucoks FH-G c13-3",1038.125,-230.96875,2077
"Aucoks YW-F b30-2",1070.6875,-215.34375,2137.78125
"Aucoks UJ-O d7-28",1103.0625,-222.375,2197.875
"Aucoks BD-V b35-1",1123.0625,-238,2260.78125
"Aucoks CO-K b41-2",1183.6875,-239.3125,2381.96875
"Blaa Eork TR-Z b46-1",1244.1875,-262.34375,2500.90625
"Blaa Eork BC-L c24-6",1263.90625,-250.5625,2567.5
"Blaa Eork EU-D d13-13",1290.125,-262.59375,2630.65625
"Prooe Drye XH-T b23-5",-2279.9375,-87.1875,715.1875
"Blaa Eork KB-I b56-1",1308.78125,-262.3125,2697.9375
"Blaa Eork LV-B d14-22",1322.3125,-267.8125,2767.375
"NGC 6152 Sector AW-U b3-0",1360.09375,-243.4375,2820.75
"NGC 6152 Sector QJ-P b6-1",1396.40625,-249.46875,2880.3125
"NGC 6152 Sector WG-S b18-0",1490.71875,-274.5,3138.1875
"NGC 6152 Sector IH-V d2-23",1444.34375,-251.875,3011
"NGC 6152 Sector KZ-M b21-0",1518.78125,-280.75,3199.375
"Drojia CX-R d5-2",1592.1875,-260.8125,3314.46875
"Drojia KZ-I b28-0",1618.71875,-264.75,3377.25
"Drojia XR-D b31-0",1646.28125,-260.96875,3440.96875
"Drojia KV-N b39-1",1710.28125,-248.625,3631.9375
"Drojia QP-M d8-4",1697.1875,-252.1875,3564.1875
"Drojia KK-Y b33-0",1671.71875,-257.15625,3501.0625
"Blaa Phrae AA-A h133",1591.125,-2367.8125,15080.71875
"Drojia BK-Q c21-0",1737.34375,-260.25,3695.40625
"Drojia EQ-L b54-1",1862.875,-257.625,3938.65625
"Drojia PM-B b46-0",1764.53125,-263.8125,3757.1875
"Drojia OC-L c24-3",1790.0625,-253.8125,3821.84375
"Drojia HO-F d12-35",1833.46875,-259.65625,3877.78125
"Thailae JM-C d51",1935.96875,-252.9375,4131.15625
"Drojia RI-G b57-2",1888.34375,-247.125,4003.5625
"Thailae IM-C d53",1903,-246.8125,4072.96875
"Thailae NS-A d1-33",1972.03125,-253.21875,4187.21875
"Thailae YA-U b8-1",2018.84375,-264.6875,4237.5
"Blu Thua OE-P d6-1",172.25,618.34375,2128.625
"Thailae PJ-O b11-2",2035.625,-285.75,4302.9375
"Thailae BH-J b14-0",2075.5,-280.46875,4358.8125
"Thailae HX-O c8-9",2092.71875,-271.875,4423.125
"Thailae HM-T d4-57",2136.4375,-276.28125,4478.9375
"Thailae QK-T b22-0",2176.03125,-282.375,4537.375
"Thailae FY-N b25-4",2207.40625,-286.15625,4600.28125
"Thailae TQ-I b28-0",2241.71875,-299.90625,4660.84375
"Thailae VE-O d7-48",2261.8125,-290.125,4727.21875
"Thailae TB-Y b33-3",2291.1875,-292.25,4788.875
"Thailae HU-S b36-2",2328.34375,-293.84375,4849
"Thailae YS-L b40-4",2346.78125,-294.96875,4916.28125
"Preae Aewsy ZF-F d11-39",-4553.125,196.65625,8883.0625
"Thailae IX-I d10-24",2373.65625,-291.90625,4981.84375
"Thailae XI-B b46-4",2404.8125,-281.46875,5042.4375
"Thailae NW-V b48-1",2439.0625,-294.25,5100.3125
"Thailae YT-Q b51-3",2461.3125,-279.5,5165.9375
"Thailae LM-L b54-2",2490.625,-281,5227
"Thailooe KV-B d14-53",2510.6875,-287.25,5292.53125
"Pyroifoea JS-H b1-6",2520.03125,-291.15625,5362.84375
"Pyroifoea GN-A d1-16",2540.5625,-294.3125,5429.90625
"Pyroifoea NJ-V b7-4",2564.25,-301.875,5496.3125
"Pyroifoea BC-Q b10-0",2600.40625,-302.25,5555.1875
"Pyroifoea OU-K b13-6",2617.59375,-304.25,5622
"Pyroifoea BN-F b16-2",2645.8125,-299.75,5685.71875
"Pyroifoea PF-A b19-1",2679.65625,-299.65625,5747.65625
"Pyroifoea ET-U b21-1",2709.8125,-309.78125,5810.15625
"Pyroifoea DS-R d5-40",2735.21875,-316.6875,5874.4375
"Pyroifoea HY-P d6-32",2776.625,-302.59375,5928.65625
"Pyroifoea LE-O d7-71",2809.21875,-291.28125,5990.375
"Swoiwns NG-B c2-12",-153.75,-276.53125,308.3125
"Pyroifoea CZ-Z b32-5",2825.53125,-283.90625,6054.625
"Pyroifoea VS-S b36-3",2854.5625,-298.1875,6117.25
"Pyroifoea LG-N b39-4",2875.84375,-305.125,6184.53125
"Pyroifoea ZW-I d10-19",2925.71875,-318.125,6230.53125
"Pyroifoea IL-E b44-3",2951.96875,-315.8125,6294.6875
"Pyroifoea AK-X b47-2",2981.9375,-319.875,6356.21875
"Pyroifoea NC-S b50-2",3007.65625,-324.21875,6422.1875
"Prua Dryoae FR-Z c15-4",2327.5,-516.46875,917.6875
"Pyroifoea AV-M b53-4",3023.84375,-313.34375,6488.34375
"Pyroifoea RV-B d14-6",3059.59375,-321.5,6546.96875
"Pyroifoea BG-C b59-1",3083.21875,-317.625,6613.625
"Flyeia Hypai UF-E b3-4",3108.6875,-299.96875,6676.59375
"Flyeia Hypai IY-Y b5-1",3142.71875,-303.5,6737.5625
"Blaa Phrae UJ-R e4-2",1613.375,-2339.375,15147.78125
"Eishorps WH-H c11-1",-26943.0625,501.46875,17339.96875
"Riediae MM-C c29-0",21219.3125,-220.21875,-4942.40625
"Wembeou QJ-L c23-15",-24461.6875,-580.3125,24291.6875
"Wepua OD-B d4936",-8980.625,-752.71875,23299.21875
"Blaa Phrae AA-A h74",1910.40625,-2304.25,15300.46875
"Swoilz OX-P b11-4",1067.40625,-137.8125,457.46875
"Dryio Flyuae KM-U d3-416",-8189.53125,-647.28125,18474.21875
"Lysoorb QY-S d3-124",-33.6875,-23.65625,6989.5
"Prooe Drye TB-V b22-0",-2279,-85.65625,704.3125
"Swoilz TK-I b29-3",1211.40625,-133.53125,840.4375
"Preae Thae BW-Y b41-0",5160.9375,0.25,-1440.9375
"Preae Aewsy UK-M c21-2",-4527.625,191.90625,8841.65625
"Gru Ploe RH-C a26-0",5371.375,-40.46875,44005.125
"Plio Euq QJ-I d9-11",-6301.96875,-4.3125,-257.5625
"Wembeou YR-Q b49-2",-24491.40625,-654.46875,24321.125
"Eishorps II-S d4-6",-26935.78125,495.78125,17333.25
"Swoilz WJ-M b13-3",1064.46875,-127.90625,503.09375
"Praea Euq II-S e4-0",-4.9375,1077.59375,1138.34375
"Wembeou LP-M b51-0",-24520.03125,-723.625,24357.3125
"Dryio Flyuae LH-U d3-3129",-8246.9375,-667.46875,18492
"Slegeae BD-S b9-0",3759.71875,-279.59375,-3421.5
"Phylur XJ-J c24-3",-2399.15625,658,2548.40625
"Gludgoea GK-R c4-8",-3333.125,36.15625,-4700.28125
"Wembeou DG-O e6-0",-24543.5625,-796.90625,24386
"Swoilz PU-I b29-6",1208.4375,-103.6875,841.96875
"Prua Dryoae FW-L d8-5",2314.40625,-543.6875,945.09375
"Gria Hypue GX-I d10-458",909.78125,-286.5,13964.96875
"Sifi ZK-R b4-1",-1961.78125,0.46875,318.375
"Preae Aewsy RE-O c20-45",-4494.75,186.5625,8805.5
"Flyae Drye NQ-E c28-13",-2724.71875,-141.15625,143.375
"Plio Euq MS-F b38-0",-6382.53125,-17.3125,-239.96875
"Blu Thua CQ-J b37-1",863.65625,203.0625,2298.875
"Wembeou HH-C d13-2",-24576.65625,-862.875,24428.875
"Schee Ploe CW-L d8-1641",5918.46875,-571.8125,22729.9375
"Prua Dryoae SN-B c16-16",1542.65625,-143,922.125
"Dryio Flyuae KH-U d3-2215",-8305.4375,-679.09375,18511.4375
"Bleae Aescs GL-P d5-868",-3253.21875,21.71875,12293.75
"Swoilz CB-J b15-7",1063.1875,-123.1875,549.40625
"Gludgoea CE-T c3-27",-3336.03125,33.3125,-4727.53125
"Sifi BT-U c2-12",-1985.84375,-5.15625,365.9375
"Gludgoae RY-S d3-113",12845.625,50,-4516.8125
"Traikaae WT-K b49-3",-933.875,3.6875,5120.3125
"Smoje DE-V b30-1",1516.59375,117.21875,3440.96875
"Ploea Eurk DK-I d9-0",-6466.34375,-21.53125,-232.59375
"Blu Thua DQ-J b37-1",877.6875,205.34375,2308.0625
"Flyae Drye UF-C d14-17",-2719.1875,-145.75,153.375
"Pru Euq UQ-S c18-6",-842.125,388.5,1024.21875
"Wembeou TL-D b55-0",-24602.65625,-941.75,24436.46875
"Sifi PM-W d1-38",-2010.0625,3.3125,413.40625
"Dryio Flyuae GB-X e1-214",-8360.0625,-695.21875,18537.625
"Gru Ploe HI-Z d1-19",5346.875,-51.03125,43939.5
"Swoilz GS-N b26-2",1179.59375,-141.8125,779.03125
"Eishorps MO-Q d5-3",-26923.78125,496.15625,17343.9375
"Slegeae ZT-Y d1-3",3748.4375,-268.21875,-3415.3125
"Swoilz CL-R c7-11",1060.34375,-130.21875,558.0625
"Prua Dryoae MU-M d8-71",1601.34375,-140.8125,954.3125
"Wepaa PW-V d2-4447",-9076.0625,-753.4375,23531.21875
"Flyua Drye WT-A b20-1",-8295.8125,-50.96875,-643.15625
"Gria Hypue PK-E a91-1",848.34375,-284.375,13988.40625
"Greou Eop SB-D b32-0",13223.15625,-142.9375,3472.71875
"Flyae Drye UF-C d14-24",-2708.96875,-145.6875,157.34375
"Sifi UQ-G b10-6",-2045.71875,-5.59375,451.625
"Wembeou KX-B d13-10",-24633.53125,-1006.65625,24449.625
"Blu Thua DQ-J b37-0",880.65625,207.5,2310
"Greou Eop DV-K b55-0",13480.1875,-161.03125,3960.3125
"Traikaae JH-F b52-14",-957.25,-23.1875,5182.78125
"Gludgoea CE-T c3-28",-3335.6875,31.28125,-4729.6875
"Gru Ploe LF-Z a13-2",5309.71875,-41.21875,43880.28125
"Pru Euq XW-Q c19-5",-874.75,400.0625,1072.5625
"Eulail QQ-K d9-19",-9007.6875,2271.71875,17687.6875
"Eishorps MO-Q d5-8",-26917.03125,495.46875,17342.125
"Wepooe AA-A h416",-4224.28125,-60.78125,24258.53125
"Gria Hypue KO-Z b46-20",792.03125,-279.59375,14022
"Wembeou QY-Z d13-5",-24663.4375,-1124.90625,24479.5
"Greou Eop RV-E b31-0",13288.90625,-131.0625,3454.15625
"Gludgoea MS-W b29-6",-3903.9375,111.71875,-4259.71875
"Dryuae Aoscs MZ-D d13-302",-8207.53125,1166.59375,19255.84375
"Bleia Eohn RS-S d4-11",-261.0625,-586.5,1964.84375
"Swoilz FR-G c13-6",1189.0625,-183,777.875
"Gru Ploe KU-J a8-0",5280.46875,-38.65625,43817.0625
"Dryio Flyuae ZF-L c9-113",-8418.28125,-704.375,18558.3125
"Gludgoea CE-T c3-2",-3329.28125,29.78125,-4728.0625
"Wepooe FN-H d11-3561",-4227.59375,-130.65625,24277.09375
"Prooe Drye WN-K c11-1",-2271.34375,-90.40625,697.78125
"Eishorps MO-Q d5-10",-26910,485.78125,17349.59375
"Hypi Aim WO-Z d13-34",12613.375,6.90625,-4941
"Dryio Flyuae DH-J c10-92",-8475.4375,-722.21875,18579.25
"Sifi MV-X b14-2",-2095.125,-17.15625,544.75
"Greou Eop LO-O d7-10",13358.875,-135,3447.25
"Dryuae Aoscs TZ-O e6-2390",-8178.46875,1168.53125,19311.3125
"Eulairgh ND-V c18-7",-9031.6875,2201.78125,17656.34375
"Prua Dryoae DU-O b39-0",1759.9375,-161.3125,1065.875
"Gru Ploe JJ-U a2-2",5247.03125,-39.15625,43755.9375
"Greou Eop CV-K b55-1",13472.90625,-152.40625,3965.65625
"Gludgoae RY-S d3-112",12852.03125,52.125,-4528.1875
"Gria Hypue QA-W b48-41",739.125,-280.125,14061.09375
"Sifi WD-K c8-0",-2127.5,-3.6875,585.71875
"Gludgoea CE-T c3-29",-3332.59375,26.78125,-4725.0625
"Bleia Dryiae ZS-F b55-1",-188.1875,-699.5625,5236.4375
"Aucofs CC-W a111-2",-3522.78125,-42.9375,2687.125
"Eishorps YC-H c11-1",-26910.96875,484,17366.3125
"Hypi Aim WO-Z d13-11",12582.15625,-7.78125,-4975.375
"Dryio Flyuae MN-S d4-2389",-8532.25,-743.34375,18597.71875
"Dryuae Aoscs TZ-O e6-105",-8150.71875,1175.78125,19370.1875
"Prooe Drye XN-K c11-2",-2264.1875,-94.0625,697.34375
"Wepooe PV-G c26-6897",-4154.75,-401.21875,24401.84375
"Preae Aewsy NY-P c19-47",-4474.21875,183.1875,8757.78125
"Dryoea Prau BF-P d6-574",6262.625,-656.75,21326.375
"Wepaa MX-J d9-2466",-9153.71875,-655.5625,24096.40625
"Sifi ZJ-I c9-23",-2156,-11.65625,628.28125
"Roedaae BE-E d13-9",5188.65625,-54.9375,43629.21875
"Prooe Drye UB-V b22-3",-2257.125,-93.75,697.65625
"Ogaicy JR-C d1704",-8114.21875,1173.65625,19424.3125
"Wepooe YR-E c27-3102",-4135.625,-468.15625,24433.1875
"Dryio Flyuae DL-Y f2172",-8586.15625,-763.90625,18623.71875
"Hypi Aim RI-B d13-106",12543.90625,0.78125,-5003.03125
"Swoilz EL-V d3-7",1084.625,-201.59375,572.21875
"Bleia Dryiae ES-F c26-6",-205.90625,-661.34375,5200.40625
"Prooe Drye UB-V b22-4",-2256.09375,-93.375,695.28125
"Sifi EL-N b20-3",-2183.375,-0.5625,672.0625
"Eishorps IC-V e2-2",-26914.6875,437.8125,17364.6875
"Gludgoae RY-S d3-115",12862,41.375,-4523.40625
"Wepooe XF-D d13-7568",-4115.71875,-504.125,24436
"Ogaicy JR-C d171",-8084.8125,1174.375,19483.1875
"Eulairgh ZQ-R b36-0",-9079.0625,2139.6875,17637.96875
"Bleae Thua NH-G b38-2",-1116.59375,40.0625,2316.375
"Swoilz RN-G b16-0",1128.15625,-203.0625,563.59375
"Synuefae YF-L d9-10",-6547.8125,-27.75,-205.65625
"Sifi GW-E c11-12",-2208.125,-12.125,718.875
"Greou Eop EX-C b32-0",13419.625,-162.625,3460.84375
"Prooe Drye YG-S d5-3",-2243.53125,-97.09375,699.59375
"Dryio Flyuae IH-V e2-5288",-8642.65625,-782.84375,18644.28125
"Eoch Flya DF-Y d1-307",-5354.5625,-1849.65625,17051.71875
"Schee Ploe CG-V b33-38",6226.71875,-596.0625,22702.09375
"Ogaicy MC-B d1-1191",-8051.78125,1180.15625,19539.84375
"Wepooe AA-A h438",-4097.21875,-610.90625,24491.5625
"Byeia Eurk DG-F d11-103",-1674.0625,173.71875,6309.8125
"Synuefae XW-U c19-1",-6631.875,-26.84375,-220.90625
"Sifi CL-P d5-81",-2236.125,-7.96875,765.09375
"Phroi Hypa ME-E d13-28",-2939.96875,-95.34375,-6321.25
"Flyua Drye ST-A b20-0",-8372,-54.15625,-641.09375
"Prua Dryoae XH-J b42-0",1877.3125,-181.5625,1117.3125
"Eoch Flya GG-X e1-276",-5460.71875,-1917.53125,17322.9375
"Eulairgh EB-M d8-0",-9123.71875,2085.21875,17597.9375
"Sifi CC-B b27-0",-2260.84375,4.0625,810.21875
"Gria Hypue KC-Q a98-1",718.28125,-285.71875,14073.15625
"Schee Pri XN-B d5441",-4120.3125,-623,24555.8125
"Flyua Drye KN-C b19-3",-8451.0625,-58.78125,-649.15625
"Ploea Eurk UM-A b41-0",-6703.21875,-19.375,-184.0625
"Dryio Flyuae KJ-F c12-50",-8701.96875,-793.75,18663
"Aaeshoa GQ-G d10-0",-39897.28125,-12.875,31829.65625
"Greou Eop ON-C b32-0",13549.78125,-196.625,3455.25
"Wepooe AA-A h501",-4135.875,-540.96875,24304.0625
"Gludgoae RY-S d3-47",12871.21875,45.25,-4516.875
"Sifi QO-Z c13-13",-2298.0625,1.3125,849.3125
"Flyua Drye SB-O c9-5",-8525.4375,-80.46875,-662.6875
"Dryio Flyuae PO-Q d5-794",-8761.8125,-807.71875,18678
"Eishorps OJ-Q d5-4",-26919.8125,426.71875,17368.03125
"Byoomai ZY-Z d1519",-9264.40625,-569.78125,24625.875
"Ploea Eurk PM-A b41-1",-6785.96875,-7.5,-179.5
"Eulairgh QO-X b32-1",-9177.34375,2025.15625,17573.59375
"Greou Eop QS-C b32-0",13616.09375,-177.53125,3461.09375
"Sifi OA-U b30-2",-2330.59375,2.75,892.1875
"Byeia Eurk HM-K c22-22",-1673.46875,173.1875,6312.75
"Gludgoae RY-S d3-72",12875.65625,54.875,-4524.59375
"Schee Ploe RN-X c16-208",6303.46875,-603.15625,22697.875
"Eol Prou JW-M d7-120",-9206.71875,-832.8125,20095.9375
"Roedaae XX-F d12-25",5173.21875,-54.90625,43563.21875
"Dryio Flyuae WE-H b26-4",-8819.0625,-821.53125,18698.6875
"Wepooe VU-E d12-3686",-4107.125,-519.125,24369.25
"Ogaicy SD-Z d1-112",-8020.375,1169.28125,19594.84375
"Sifi ZS-O b33-7",-2360,3.46875,937.28125
"Byoomai FG-X e1-702",-9366.375,-566.5625,24867.03125
"Flyae Drye HI-H b57-1",-2711.3125,-146.21875,163.625
"Bleia Dryiae AY-O b50-0",-220,-645.96875,5148.53125
"Aaeshoa GQ-G d10-1",-39889.875,-11.6875,31838.9375
"Roedaae XX-F d12-7",5152.21875,-59.5,43496.34375
"Eishorps CT-G c11-2",-26913.6875,404.34375,17367.3125
"Ogaicy SD-Z d1-1894",-7993.8125,1165.1875,19654.25
"Greou Eop WS-C b32-0",13740.875,-184.59375,3458.1875
"Sifi HA-L b35-7",-2391.875,-7.15625,979.40625
"Ploea Eurk MM-A b41-0",-6864.53125,-24.34375,-182.9375
"Byoomai HR-V e2-570",-9386.46875,-491.96875,25144.03125
"Dryio Flyuae TP-O d6-1099",-8873.40625,-837.46875,18725.75
"Ogaicy XJ-X d2-1464",-7974.375,1160.5625,19712.03125
"Swoilz EX-R d5-72",468.59375,-202.4375,754.40625
"Sifi HT-Q c18-7",-2417.34375,-11.0625,1023.03125
"Gludgoea CE-T c3-17",-3326.8125,28.53125,-4718.59375
"Pru Aim ZV-E d11-3622",-3602.0625,-23.90625,11476.34375
"Bleia Dryiae TK-J c24-6",-241.09375,-619.3125,5107.5
"Eishorps OJ-Q d5-9",-26903.90625,409.34375,17366.4375
"Synuefue HO-K b12-0",-1441.09375,-523.15625,-803.9375
"Byeia Eurk DG-F d11-23",-1678.34375,170.1875,6318.84375
"Gru Eoq ZA-Q c8-4",6077.8125,-52.34375,3165.75
"Col 69 Sector DS-X b16-0",443.5,-237.21875,-1294.65625
"Synuefae TC-T c20-1",-6945.84375,-37.125,-164.96875
"Gria Hypue LJ-F d12-767",661.15625,-296.15625,14104.53125
"Synuefe XI-F a38-0",45.46875,-39.75,-664.125
"Col 69 Sector QG-N a26-0",232.6875,-44.53125,-1380.875
"Col 69 Sector VB-P b8-0",278.90625,-80.1875,-1479.6875
"Col 69 Sector VZ-W c2-3",341.125,-144.25,-1543.03125
"Eulairgh IH-Z c15-3",-9232.625,1967.90625,17560.59375
"Sifi KZ-O c19-6",-2449.625,-6.15625,1064.875
"Flyua Drye BC-E b18-1",-8604.65625,-76.5,-671.59375
"Prae Eaec LT-Q e5-5037",-3595.8125,-42.375,11448.21875
"Flyae Drye UF-C d14-43",-2718,-140.6875,163.25
"Pru Euq AD-P c20-6",-921.28125,408.78125,1109.46875
"Bleia Dryiae CO-W b46-0",-249.25,-601,5056.78125
"Swoilz JD-Q d6-6",503.40625,-214.625,780.15625
"Flyae Dryoae GX-C b45-2",7229.5,-303.96875,-94.59375
"Flyua Drye WB-E b18-4",-8685.8125,-73.96875,-668.34375
"Dryio Flyuae OL-B c14-39",-8987.15625,-867.09375,18772
"Praea Eurl OC-U d3-0",8467.65625,496.5625,610.5
"Sifi TP-G d10-83",-2479.125,3.0625,1108.1875
"Gludgoea CE-T c3-26",-3324.71875,30.21875,-4713.5625
"Greou Eop XH-E b31-0",13806.46875,-194.5625,3450.59375
"Bleia Dryiae OA-C b44-0",-264.34375,-567.6875,5014.625
"Flyae Drye FN-H b57-1",-2719,-144.53125,171.78125
"Zuni YI-G c24-5722",-28.46875,40,24311.0625
"Col 173 Sector YU-Z b28-0",920.5625,-429.84375,-83.03125
"Gludgaa AG-O b10-0",-623,777.78125,-4679.25
"Gludgoae RY-S d3-45",12892.21875,54.78125,-4521.15625
"Col 173 Sector NL-Z b16-4",1789.40625,-161.6875,-341.40625
"Blu Thua QE-D b40-3",655,82.84375,2374.84375
"Aaeshoa RM-L c21-0",-39862.6875,-20.5625,31855.1875
"Swoilz WK-R b24-4",1193.53125,-116.1875,737.625
"Sifi TP-G d10-132",-2506.6875,-3.34375,1147.3125
"Prooe Drye XN-K c11-14",-2239,-92.15625,699.375
"Eulairgh TE-Y b31-1",-9279.75,1901.8125,17540.96875
"Ploea Eurk HS-Y b41-0",-7029.5625,-23.1875,-158.4375
"Bleia Dryiae FE-E b43-2",-275.625,-529.84375,4979.1875
"Synuefue HT-K b12-0",-1402.75,-499.875,-799.625
"Byoomai ND-I d10-6285",-9416.5625,-613.6875,25418.75
"Flyua Drye XH-C b19-0",-8764.5,-79.65625,-659.53125
"Preia Eoq RK-Z a68-0",5629.96875,-26.53125,-1611.21875
"Blae Drye QU-V b35-6",-2541.65625,-164.1875,4820.90625
"Zuni QW-J c22-2991",-31.53125,42.46875,24254.25
"Gludgaa ZF-O b10-0",-640.09375,776.28125,-4682.28125
"Pru Aim UY-S d3-717",-3558.875,44.0625,10783.6875
"Prooe Drye VB-V b22-6",-2227.96875,-91.375,698.875
"Gludgoea CE-T c3-25",-3323.84375,27.1875,-4708.1875
"Hegeia WQ-U b45-0",-2337.90625,297.03125,-2626.21875
"Gria Hypue BU-O b52-25",607.5625,-300.1875,14141.9375
"Phaa Ain GE-A c14-17",-3947.78125,113.96875,-4299.90625
"Bleia Dryiae SU-S c19-2",-288.15625,-501.03125,4933.84375
"Praea Eurl OC-U d3-1",8462.75,506.09375,602.9375
"Aucofs EE-E d13-102",-3519.875,-26.53125,2640.0625
"Flyae Drye UR-C c29-1",-2700.1875,-149.78125,177.84375
"Ploea Eurk ZF-N c20-4",-7110.3125,-18.09375,-154.1875
"Greou Eop TE-B c16-1",14010.0625,-197.40625,3455.5
"Praea Eurl OC-U d3-2",8455.8125,509.0625,550.5
"Gludgoea GK-R c4-0",-3321.9375,25.9375,-4696.90625
"Swoilz VP-R b24-1",1203.40625,-89.46875,736.09375
"Synuefue MZ-I b13-0",-1374.375,-492.78125,-776.875
"Zuni IK-N c20-789",-30.5,39.34375,24140.5625
"Gria Hypue JG-Y a107-1",548.125,-304.625,14169.9375
"Byoomai XA-D d13-1371",-9381.15625,-563.625,25691.96875
"Zuni MQ-L c21-3500",-29.5,39.96875,24197.4375
"Flyua Drye GV-P c8-1",-8843.15625,-72.21875,-676.75
"Byeeque LA-A d8",-24720.59375,-1232.5,24538.8125
"Pro Eurl IJ-P c19-1",1482.3125,63.40625,1057.65625
"Zuni AY-Q c18-1355",-32.09375,36.40625,24083.71875
"Synuefue NZ-I b13-0",-1349.4375,-489.09375,-766.34375
"Col 173 Sector PG-Z b16-1",1776.875,-180.8125,-339.78125
"Preae Aewsy KS-R c18-37",-4454.3125,188.40625,8709.84375
"Gria Hypue DL-F c27-13",488.28125,-312.34375,14196.78125
"Athair WS-W b32-41",6380.46875,-610.375,22692.59375
"Swoilz KI-V b22-3",1180,-74.65625,696.53125
"Bleia Eohn LX-D a94-8",-91.03125,-25.625,2502.21875
"Gludgoae RY-S d3-71",12891.375,47.375,-4513.15625
"Phrooe Phoe TY-E c0",21179.21875,-262.96875,-4902
"Eulairgh TJ-Z b30-2",-9323.3125,1836.25,17516.84375
"Gludgoea GK-R c4-12",-3327.4375,28.15625,-4680.375
"Gludgaa WU-P b9-0",-655.125,770.03125,-4695.25
"Aaeshoa JA-P c19-0",-39859.59375,-20.78125,31776.84375
"Ushott EP-E c25-0",15.21875,1297.6875,1295.90625
"Zuni WR-S c17-2978",-31.40625,35.875,24026.71875
"Ploea Eurk DY-W b42-0",-7191.78125,-7.125,-139.875
"Dryoea Prau BF-P d6-575",6266.9375,-654.1875,21323.21875
"Juemee VY-A e6645",-9379.3125,-480.8125,25948.9375
"NGC 6664 Sector EV-P b5-1",-1521.875,-160.375,3416.15625
"Zuni OF-W c15-2283",-35.28125,35,23969.90625
"Phrooe Phoe KH-C d1",21125.875,-290.65625,-4904.84375
"Swoilz YR-W a42-4",1163.28125,-36.96875,673.40625
"Gludgaa UZ-P b9-0",-660.28125,778.90625,-4700.71875
"Athair CX-R a66-0",6457.40625,-614.1875,22686.90625
"Swoilz FL-V d3-0",1148.0625,-196.6875,546.0625
"Swoiwns EN-E b4-1",-1221.9375,-81.84375,296.5625
"Drojeae RF-I b29-6",-1439.125,-153.34375,3406.5
"Gria Hypue GR-D c28-194",427.875,-310.46875,14222.59375
"Synuefe GS-I d10-29",736.28125,-407.21875,-172.46875
"Gludgaa RT-R b8-0",-641.78125,775,-4720.34375
"Synuefai RW-P c7-1",-1302.15625,-464.875,-733.25
"Zuni KZ-X c14-3700",-37.78125,35.09375,23912.96875
"Oochorrs PL-B b5-0",437.875,-223.875,-2243.53125
"Gludgoae RY-S d3-70",12889.5625,45.46875,-4510.375
"Eulairgh HW-B c14-9",-9362.5625,1768.15625,17490.8125
"Athair SK-N d7-115",6533.53125,-628.84375,22684.46875
"Drojeae TK-I b29-3",-1356.25,-139.59375,3403.09375
"Swoilz VT-E b17-1",1121.21875,-198.4375,580
"Zuni GT-Z c13-1397",-40.5625,35.25,23856.03125
"Bleae Thaa RQ-C c26-17",-3520.125,-20.4375,2639.53125
"Gludgaa SO-R b8-0",-648.8125,773.8125,-4722.9375
"Juemee KW-U d3-324",-9178.59375,-475.53125,26168.90625
"Flyae Dryoae YV-V b48-1",7255.5,-300.46875,-21.4375
"Ploi Aim YY-S d3-1182",-3202.90625,32.5625,9573.375
"Ushott IV-C c26-0",17.4375,1297.53125,1335.34375
"Synuefai JT-F b15-0",-1276.65625,-461.65625,-734.3125
"Praea Eurl OC-U d3-3",8437.28125,521.34375,566.09375
"Zuni YK-P d5-3928",-42.40625,35.71875,23799.28125
"Sifeae WX-X b28-6",2661.96875,38.96875,842.625
"Lychoitl HB-W c15-111",1932.09375,-1276.25,18822.03125
"Synuefai XV-U d3-5",-1252.46875,-448.09375,-722.90625
"Drojeae UC-P b24-0",-1893.125,-363.6875,3303.625
"Flyae Dryoae DE-J c25-3",7291.09375,-295.65625,45.375
"Drokoe OX-A b33-0",14267.1875,-183.40625,3477.1875
"Lychoitl MH-U c16-270",1937.40625,-1291.0625,18875.625
"Droju FH-K b28-5",-1274.5,-123.59375,3394.84375
"Ushott FP-E c25-0",76.875,1314.6875,1329.5625
